video_id,video_title,question_id,question,answer,difficulty
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q056,ما الذي ورد في النص في الفقره رقم 56؟,قلبين بيضخوا الدم للخياشيم، او من الخياشيم،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q057,ما الذي ورد في النص في الفقره رقم 57؟,خلينا نتكلم عن دم الاخطبوط،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q058,ما الذي ورد في النص في الفقره رقم 58؟,ساعات، يعيش في بيئه تحت الصفر،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q059,ما الذي ورد في النص في الفقره رقم 59؟,احسن من الهيموجلوبين.,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q060,ما الذي ورد في النص في الفقره رقم 60؟,عن معظم الرخويات,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q061,ما الذي ورد في النص في الفقره رقم 61؟,اللي حكيتلك عنها دي،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q062,ما الذي ورد في النص في الفقره رقم 62؟,ان هو ما عندهوش صدفه تحميه،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q063,ما الذي ورد في النص في الفقره رقم 63؟,لان انت لو جيت بصيت علي الرخويات،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q064,ما الذي ورد في النص في الفقره رقم 64؟,متقسمه لاوض، عشان تقدر توزع الضغط،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q065,ما الذي ورد في النص في الفقره رقم 65؟,ما عندهوش اي حمايه جسديه،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q066,ما الذي ورد في النص في الفقره رقم 66؟,بسم الله، ما شاء الله، فريسه لقطه،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q067,ما الذي ورد في النص في الفقره رقم 67؟,والفيتامينات والمعادن،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q068,ما الذي ورد في النص في الفقره رقم 68؟,Protein Shake متحرك!,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q069,ما الذي ورد في النص في الفقره رقم 69؟,كائن البطريق بيفترسه!,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q070,ما الذي ورد في النص في الفقره رقم 70؟,تلاقي ان الاخطبوط بانواعه الـ300,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q071,ما الذي ورد في النص في الفقره رقم 71؟,بقي من انجح افراد عيلته، جرام!,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q072,ما الذي ورد في النص في الفقره رقم 72؟,ان الاخطبوط نجح بسبب قله حيلته.,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q073,ما الذي ورد في النص في الفقره رقم 73؟,في الحفريات، ما تلاقيهوش اوي،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q074,ما الذي ورد في النص في الفقره رقم 74؟,قبل ما الانسجه تتحلل،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q075,ما الذي ورد في النص في الفقره رقم 75؟,زي الصدف او العضم مثلا،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q076,ما الذي ورد في النص في الفقره رقم 76؟,انها تتحول الي حفريات،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q077,ما الذي ورد في النص في الفقره رقم 77؟,وتطوره عبر التاريخ.,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q078,ما الذي ورد في النص في الفقره رقم 78؟,اللي ما عندهاش اجزاء صلبه كدا،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q079,ما الذي ورد في النص في الفقره رقم 79؟,ان العلماء ما لقوش تاريخ للاخطبوط؟,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q080,ما الذي ورد في النص في الفقره رقم 80؟,في الاحفوري مش اد كدا!,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q081,ما الذي ورد في النص في الفقره رقم 81؟,ان الاخطبوط زمان كان عنده صدفه،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q082,ما الذي ورد في النص في الفقره رقم 82؟,في مجله Nature،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q083,ما الذي ورد في النص في الفقره رقم 83؟,بتاعه الحفريات والتشريح والتحليل الجيني،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q084,ما الذي ورد في النص في الفقره رقم 84؟,وهما بيزحفوا في القاع، في قاع المحيط.,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q085,ما الذي ورد في النص في الفقره رقم 85؟,هنشوف في العصر الطباشيري,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q086,ما الذي ورد في النص في الفقره رقم 86؟,ما عادتش تبقي موجوده.,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q087,ما الذي ورد في النص في الفقره رقم 87؟,Shell Loss in Cephalopods،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q088,ما الذي ورد في النص في الفقره رقم 88؟,اللي كانت عند الاخطبوط في وقت من الاوقات دي,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q089,ما الذي ورد في النص في الفقره رقم 89؟,حريه اكبر، مرونه اكتر،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q090,ما الذي ورد في النص في الفقره رقم 90؟,تطلع فوق، تنزل تحت، تتحرك براحتها.,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q091,ما الذي ورد في النص في الفقره رقم 91؟,Predator Avoidance in Cephalopods،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q092,ما الذي ورد في النص في الفقره رقم 92؟,لما ابتدت تظهر الاسماك المفترسه،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q093,ما الذي ورد في النص في الفقره رقم 93؟,علي انها تبقي عندها سم او درع او شوك،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q094,ما الذي ورد في النص في الفقره رقم 94؟,في ثواني، ولا تاخد بالك!,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q095,ما الذي ورد في النص في الفقره رقم 95؟,اسمها الـChromatophore،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q096,ما الذي ورد في النص في الفقره رقم 96؟,اللون بيبدا ينتشر ويظهر،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q097,ما الذي ورد في النص في الفقره رقم 97؟,ان الجهاز العصبي بتاع الاخطبوط,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q098,ما الذي ورد في النص في الفقره رقم 98؟,والجزء التاني بلون مختلف،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q099,ما الذي ورد في النص في الفقره رقم 99؟,زي ما تكون مرايه.,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q100,ما الذي ورد في النص في الفقره رقم 100؟,تبقي طبيعيه،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q101,ما الذي ورد في النص في الفقره رقم 101؟,جلده شاشه LED!,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q102,ما الذي ورد في النص في الفقره رقم 102؟,زي خطوط الـZebra كدا،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q103,ما الذي ورد في النص في الفقره رقم 103؟,لون هادي كدا ووديع.,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q104,ما الذي ورد في النص في الفقره رقم 104؟,"ما هو الحربايه بتعمل كدا.""",Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q105,ما الذي ورد في النص في الفقره رقم 105؟,الحربايه بالنسبه للاخطبوط عده بزارير!,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q106,ما الذي ورد في النص في الفقره رقم 106؟,بيغير اللون بتاعه في لمح البصر،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q107,ما الذي ورد في النص في الفقره رقم 107؟,بيقدر يتحكم فيها،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q108,ما الذي ورد في النص في الفقره رقم 108؟,ممكن يعمل نفسه تعبان بحر،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q109,ما الذي ورد في النص في الفقره رقم 109؟,الي سمكه الاسد، او سمكه موسي،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q110,ما الذي ورد في النص في الفقره رقم 110؟,تتحولك لـ15 كائن تاني!,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q111,ما الذي ورد في النص في الفقره رقم 111؟,كل ما كانت الوانك فاقعه، زاهيه اوي،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q112,ما الذي ورد في النص في الفقره رقم 112؟,"يقولك: ""اه! لا، لا، لا،",Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q113,ما الذي ورد في النص في الفقره رقم 113؟,"دا ممكن يبقي سام.""",Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q114,ما الذي ورد في النص في الفقره رقم 114؟,حلقات زرقا بتلمع،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q115,ما الذي ورد في النص في الفقره رقم 115؟,"""ما تجيش هنا، والا هازعل امك!""",Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q116,ما الذي ورد في النص في الفقره رقم 116؟,اسمها Rhodoposins،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q117,ما الذي ورد في النص في الفقره رقم 117؟,علي الـAction والالوان,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q118,ما الذي ورد في النص في الفقره رقم 118؟,يعني، بيخلي لون جسمه يتغير لالوان مختلفه،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q119,ما الذي ورد في النص في الفقره رقم 119؟,"ما بيشوفش الوان؟!""",Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q120,ما الذي ورد في النص في الفقره رقم 120؟,هياخدوا شرايح من جلد...,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q121,ما الذي ورد في النص في الفقره رقم 121؟,بتنتشر وترد علي الضوء،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q122,ما الذي ورد في النص في الفقره رقم 122؟,عنده بروتينات حساسه للضوء،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q123,ما الذي ورد في النص في الفقره رقم 123؟,اللي موجوده في العين عنده،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q124,ما الذي ورد في النص في الفقره رقم 124؟,زي ما تقول كدا، بيشوف هو كمان.,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q125,ما الذي ورد في النص في الفقره رقم 125؟,ان الاخطبوط هنا ما اخترعش اليه جديده،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q126,ما الذي ورد في النص في الفقره رقم 126؟,بس في حته تانيه،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q127,ما الذي ورد في النص في الفقره رقم 127؟,علي الاخطبوط الياقوتي الشرقي،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q128,ما الذي ورد في النص في الفقره رقم 128؟,عشان ينشط خلايا الالوان،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q129,ما الذي ورد في النص في الفقره رقم 129؟,قبل وبعد التنشيط،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q130,ما الذي ورد في النص في الفقره رقم 130؟,الطاقه اللي بيتم استخدامها في حاجه زي كدا.,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q131,ما الذي ورد في النص في الفقره رقم 131؟,اللي هو شويه خلايا صغيره في الجلد،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q132,ما الذي ورد في النص في الفقره رقم 132؟,علي المخ والاعضاء والدراعات،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q133,ما الذي ورد في النص في الفقره رقم 133؟,من غير ما احط في الحسبه الملمس بتاع الجلد،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q134,ما الذي ورد في النص في الفقره رقم 134؟,عشان يقدر يموه اكتر من اي حيوان.,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q135,ما الذي ورد في النص في الفقره رقم 135؟,بيخرج في صوره سحابه سودا كثيفه،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q136,ما الذي ورد في النص في الفقره رقم 136؟,فتعمل، زي ما تكون، تماثيل وهميه منه،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q137,ما الذي ورد في النص في الفقره رقم 137؟,ان انت بقالك مختفي فتره عن عالم الافتراس،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q138,ما الذي ورد في النص في الفقره رقم 138؟,مش بتعتمد علي النظر اوي،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q139,ما الذي ورد في النص في الفقره رقم 139؟,علي حواس الشم والتذوق عند المفترس، تلخبط امه!,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q140,ما الذي ورد في النص في الفقره رقم 140؟,ان الماده دي مربكه,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q141,ما الذي ورد في النص في الفقره رقم 141؟,ممكن يموت نفسه!,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q142,ما الذي ورد في النص في الفقره رقم 142؟,"ممكن يشوفه تاني، ويرجع ياكله؟""",Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q143,ما الذي ورد في النص في الفقره رقم 143؟,بييجي دور اطلاق الصاروخ،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q144,ما الذي ورد في النص في الفقره رقم 144؟,من فتحه الـSiphon الضيقه بتاعته،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q145,ما الذي ورد في النص في الفقره رقم 145؟,بطريقه الدفع النفاث، Jet Propulsion،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q146,ما الذي ورد في النص في الفقره رقم 146؟,وتسيبها تطير فجاه...!,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q147,ما الذي ورد في النص في الفقره رقم 147؟,بيقدر يوجه النفاث دا يمين او شمال،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q148,ما الذي ورد في النص في الفقره رقم 148؟,الاخطبوط بيعمل ايه؟,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q149,ما الذي ورد في النص في الفقره رقم 149؟,ما بتبقاش طبيعيه؟,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q150,ما الذي ورد في النص في الفقره رقم 150؟,احيانا، الدنيا بتبقي هاديه خالص،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q151,ما الذي ورد في النص في الفقره رقم 151؟,بيحب يتمشي علي القاع بدراعاته.,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q152,ما الذي ورد في النص في الفقره رقم 152؟,هو ازاي بيمشي، وهو ما عندهوش عضم؟!,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q153,ما الذي ورد في النص في الفقره رقم 153؟,انا كنت عايزك تساله،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q154,ما الذي ورد في النص في الفقره رقم 154؟,"عالمه الاحياء في جامعه ""شيكاغو""،",Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q155,ما الذي ورد في النص في الفقره رقم 155؟,بيبقي عنده Level من الصلابه،,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q156,ما الذي ورد في النص في الفقره رقم 156؟,ما يحصلش اي تاثير،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q157,ما الذي ورد في النص في الفقره رقم 157؟,زي الاوعيه الدمويه كدا.,Easy
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q158,ما الذي ورد في النص في الفقره رقم 158؟,يا اللي فرحان بمفاصلك،,Medium
8rcY34IA-6I,الأخطبوط | الدحيح,8rcY34IA-6I_Q159,ما الذي ورد في النص في الفقره رقم 159؟,عشان نقدر ندرب مخنا,Easy
