video_id,video_title,question_id,question,answer,difficulty
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q001,ماذا ورد في هذا الموضع من النص؟,الوضع بقي معقد جدا بشكل استثنائي،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q024,ما الذي قيل في هذا الجزء؟,بسبب حركتها المجنونه والمستمره،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q025,ما النص الحرفي المذكور في هذه الفقره؟,هي عصب الوجود بالكامل.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q026,ماذا ورد في هذا الموضع من النص؟,ان جهازنا العصبي تطور بالاساس,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q027,ما الجمله المذكوره في هذا السياق؟,اكتر من عمليه التفكير،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q028,كيف صيغت العباره هنا؟,كانت اساسا بتتحرك.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q029,ما الذي قيل في هذا الجزء؟,في الخطر المستخبي ورا الاشجار،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q030,ما النص الحرفي المذكور في هذه الفقره؟,ويعرف ايه الهجوم اللي جاي عليه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q031,ماذا ورد في هذا الموضع من النص؟,واللي شايفين الحركه في كل حاجه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q032,ما الجمله المذكوره في هذا السياق؟,سنه 450 قبل الميلاد،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q033,كيف صيغت العباره هنا؟,صلوا علي النبي،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q034,ما الذي قيل في هذا الجزء؟,"اللي بتقول: ""كل دا، يا جماعه، تهيؤات،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q035,ما النص الحرفي المذكور في هذه الفقره؟,واخر الملعب بالنقطه ب،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q036,ماذا ورد في هذا الموضع من النص؟,ان انت عشان توصل من النقطه ا للنقطه ب،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q037,ما الجمله المذكوره في هذا السياق؟,نص هذه المسافه، صح ولا لا؟,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q038,كيف صيغت العباره هنا؟,اللي هي بين ا و ب.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q039,ما الذي قيل في هذا الجزء؟,زي ما استاذ (زينون) بيعمل،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q040,ما النص الحرفي المذكور في هذه الفقره؟,عشان توصل من النقطه ا للنقطه ج،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q041,ماذا ورد في هذا الموضع من النص؟,اللي بين النقطه ا والنقطه ج،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q042,ما الجمله المذكوره في هذا السياق؟,لازم يبقي فيه نقطه...,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q043,كيف صيغت العباره هنا؟,"اللي بيجيب الفقر في الملعب دا!""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q044,ما الذي قيل في هذا الجزء؟,هنفضل ننصص، ننصص، ننصص، الي ما لانهايه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q045,ما النص الحرفي المذكور في هذه الفقره؟,البطل الاسطوري المعروف،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q046,ماذا ورد في هذا الموضع من النص؟,"""يلا، ما لكيش حجه ايتها السلحفاه،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q047,ما الجمله المذكوره في هذا السياق؟,"اقرميه واحده في الوتر، دي نقطه ضعفه!""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q048,كيف صيغت العباره هنا؟,"ان ""اخيل"" عشان يكسب السلحفاه،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q049,ما الذي قيل في هذا الجزء؟,السلحفاه بتعافر، ومش ساكته،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q050,ما النص الحرفي المذكور في هذه الفقره؟,للنقطه التانيه اللي هي كانت اتقدمت فيها،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q051,ماذا ورد في هذا الموضع من النص؟,كانت هي مشيت شويه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q052,ما الجمله المذكوره في هذا السياق؟,كانت هي مشيت شويه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q053,كيف صيغت العباره هنا؟,نفضل كدا الا ما لانهايه.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q054,ما الذي قيل في هذا الجزء؟,في حياتنا من حركه وتغير،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q055,ما النص الحرفي المذكور في هذه الفقره؟,ليه صنف الفلاسفه دا بيلسعوا في اخر حياتهم!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q056,ماذا ورد في هذا الموضع من النص؟,"انت بتدور علي حد؟! تايه؟!""",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q057,ما الجمله المذكوره في هذا السياق؟,جرعه الوعي الفلسفي الكافيه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q058,كيف صيغت العباره هنا؟,عالم الفلسفه والالعاب العقليه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q059,ما الذي قيل في هذا الجزء؟,الي ما لانهايه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q060,ما النص الحرفي المذكور في هذه الفقره؟,الي عدد لانهائي من الاجزاء،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q061,ماذا ورد في هذا الموضع من النص؟,ان مجموع الاجزاء الصغيره،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q062,ما الجمله المذكوره في هذا السياق؟,عددها في النهايه هيساوي 1.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q063,كيف صيغت العباره هنا؟,بيساوي قيمه معينه.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q064,ما الذي قيل في هذا الجزء؟,هتبدا تركز في ابسط حركات الاجسام،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q065,ما النص الحرفي المذكور في هذه الفقره؟,وقمنا شايطين الكوره،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q066,ماذا ورد في هذا الموضع من النص؟,رجلك في وقت ما كانت لامساها،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q067,ما الجمله المذكوره في هذا السياق؟,مكمله الحركه وراحه الـ18؟,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q068,كيف صيغت العباره هنا؟,"بتظهر عند ""جاليليو"".",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q069,ما الذي قيل في هذا الجزء؟,الاجسام علي سطح املس،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q070,ما النص الحرفي المذكور في هذه الفقره؟,وكذلك مقاومه الاحتكاك،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q071,ماذا ورد في هذا الموضع من النص؟,"ان انت تشوط ""بلنتي"" في الفضاء،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q072,ما الجمله المذكوره في هذا السياق؟,مكمله للابد بنفس السرعه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q073,كيف صيغت العباره هنا؟,"اتطورت عند ""نيوتن""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q074,ما الذي قيل في هذا الجزء؟,حاجه بتعمل حاجه بتعمل حاجه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q075,ما النص الحرفي المذكور في هذه الفقره؟,ما نقدرش نستغني عنه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q076,ماذا ورد في هذا الموضع من النص؟,هييجي عليها وقت وتبدا تتحرك لتحت،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q077,ما الجمله المذكوره في هذا السياق؟,الحاجات بتتحرك لتحت، حركه (غريبه).,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q078,كيف صيغت العباره هنا؟,لانها بتنتمي لعنصر الارض،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q079,ما الذي قيل في هذا الجزء؟,الي الرجوع لمركز الكون،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q080,ما النص الحرفي المذكور في هذه الفقره؟,"بالنسبه لـ(ارسطو)؟""",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q081,ماذا ورد في هذا الموضع من النص؟,"""ارسطو"" اعتبر ان الاجسام التقيله",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q082,ما الجمله المذكوره في هذا السياق؟,كانت مسيطره علي الفيزيا,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q083,كيف صيغت العباره هنا؟,"""يا جماعه، الكلام دا مش صح!""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q084,ما الذي قيل في هذا الجزء؟,"بيقال ان هو طلع فوق برج ""بيزا"" المايل،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q085,ما النص الحرفي المذكور في هذه الفقره؟,بيوصلوا الارض في نفس اللحظه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q086,ماذا ورد في هذا الموضع من النص؟,لما شافوا هذا المنظر،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q087,ما الجمله المذكوره في هذا السياق؟,كتير من الاراء العلميه للفلاسفه القدماء,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q088,كيف صيغت العباره هنا؟,من مقعدنا يعني دلوقتي،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q089,ما الذي قيل في هذا الجزء؟,"دا كيلو من دا، وكيلو من دا.""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q090,ما النص الحرفي المذكور في هذه الفقره؟,بيقدم اختبار لهذه الانطباعات،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q091,ماذا ورد في هذا الموضع من النص؟,انطباعاتك اللي انت جايبه من القهوه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q092,ما الجمله المذكوره في هذا السياق؟,هات، يا حبيبي، هات الانطباع بتاعك دا، هات،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q093,كيف صيغت العباره هنا؟,"هي اللي تقول مين فينا الحمار!""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q094,ما الذي قيل في هذا الجزء؟,اللي فضلت مكمله معانا لحد القرن الـ19،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q095,ما النص الحرفي المذكور في هذه الفقره؟,بتملا اي فراغ في الكون،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q096,ماذا ورد في هذا الموضع من النص؟,لو كل حاجه في الدنيا بتتحرك،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q097,ما الجمله المذكوره في هذا السياق؟,ان بما ان هذا الاثير وسيط،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q098,كيف صيغت العباره هنا؟,اكيد بيتاثر بمقاومه الاثير دا.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q099,ما الذي قيل في هذا الجزء؟,لحد ما بتحصل تجربه مهمه جدا سنه 1887،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q100,ما النص الحرفي المذكور في هذه الفقره؟,بيستعملوا الـInterferometer،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q101,ماذا ورد في هذا الموضع من النص؟,لو ان هناك فعلا تاثير للاثير،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q102,ما الجمله المذكوره في هذا السياق؟,"مع حركه اتجاه ""الارض""،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q103,كيف صيغت العباره هنا؟,المفترض ان الشعاع دا الريح هتقاومه.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q104,ما الذي قيل في هذا الجزء؟,عشان انت ماشي عكس الاتجاه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q105,ما النص الحرفي المذكور في هذه الفقره؟,"مع شعاع الضوء اللي ماشي مع ""الارض""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q106,ماذا ورد في هذا الموضع من النص؟,"في اتجاه عمودي علي حركه ""الارض""،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q107,ما الجمله المذكوره في هذا السياق؟,"زي اللي ماشي مع حركه ""الارض"".",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q108,كيف صيغت العباره هنا؟,بتطلع شعاع يوصل للاتنين.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q109,ما الذي قيل في هذا الجزء؟,هيوصل لدا قبل ما هيوصل لدا،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q110,ما النص الحرفي المذكور في هذه الفقره؟,المفروض دا اللي نشوفه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q111,ماذا ورد في هذا الموضع من النص؟,شعاع الضوء في نفس اللحظه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q112,ما الجمله المذكوره في هذا السياق؟,وصلوا في نفس اللحظه بالظبط،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q113,كيف صيغت العباره هنا؟,مش بيقاوم الضوء!,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q114,ما الذي قيل في هذا الجزء؟,سرعه الضوء سرعته هي هي بالمقارنه باي حاجه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q115,ما النص الحرفي المذكور في هذه الفقره؟,"هو هو بنفس السرعه.""",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q116,ماذا ورد في هذا الموضع من النص؟,ان الحركه في النسبيه كسرت كل التوقعات،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q117,ما الجمله المذكوره في هذا السياق؟,وانما الحركيه تكون نسبيه.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q118,كيف صيغت العباره هنا؟,كانت فركه كعب،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q119,ما الذي قيل في هذا الجزء؟,سرعه القطر + فركه الكعب نفسه.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q120,ما النص الحرفي المذكور في هذه الفقره؟,عشان فيه واحده جايه دلوقتي!,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q121,ماذا ورد في هذا الموضع من النص؟,سرعه القطر مع سرعه فركه الكعب؟,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q122,ما الجمله المذكوره في هذا السياق؟,بالنسبه للراصد الخارجي,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q123,كيف صيغت العباره هنا؟,بالمكيف الدرجه الاولي،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q124,ما الذي قيل في هذا الجزء؟,مستعجل علي الجايزه دلوقتي.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q125,ما النص الحرفي المذكور في هذه الفقره؟,اديلهم رقم المحفظه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q126,ماذا ورد في هذا الموضع من النص؟,"علي الـ""انستاباي""؟!",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q127,ما الجمله المذكوره في هذا السياق؟,ان المفارقه اللي بتهد كل احلامك وطموحاتك,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q128,كيف صيغت العباره هنا؟,سرعه الضوء 300 الف كيلومتر في الثانيه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q129,ما الذي قيل في هذا الجزء؟,سرعه الضوء 300 الف كيلومتر في الثانيه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q130,ما النص الحرفي المذكور في هذه الفقره؟,سرعه الضوء 300 الف كيلومتر في الثانيه.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q131,ماذا ورد في هذا الموضع من النص؟,بحيث ان انت لما تقيس سرعتها،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q132,ما الجمله المذكوره في هذا السياق؟,- اي حاجه، يا عزيزي.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q133,كيف صيغت العباره هنا؟,سرعه الضوء خط احمر،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q134,ما الذي قيل في هذا الجزء؟,"لا، لا، لا، مش... لا انا هاتغيرله.""",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q135,ما النص الحرفي المذكور في هذه الفقره؟,ان الجسم لما بيتحرك،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q136,ماذا ورد في هذا الموضع من النص؟,المفروض بشكل طبيعي،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q137,ما الجمله المذكوره في هذا السياق؟,وهيشوفك اقصر شويه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q138,كيف صيغت العباره هنا؟,مش هتبقي ملحوظه في حياتنا الطبيعيه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q139,ما الذي قيل في هذا الجزء؟,عند السرعات اللي بتقرب من سرعه الضوء.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q140,ما النص الحرفي المذكور في هذه الفقره؟,هنفترض ان القطر بتاعنا خرافي،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q141,ماذا ورد في هذا الموضع من النص؟,في نفس اتجاه القطر،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q142,ما الجمله المذكوره في هذا السياق؟,سرعه الضوء ثابته وطبيعيه،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q143,كيف صيغت العباره هنا؟,لجمع السرعات النسبيه،,Easy
