video_id,video_title,question_id,question,answer,difficulty
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q001,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q071,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q072,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q073,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q074,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q075,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q076,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q077,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q078,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q079,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q080,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q081,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q082,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q083,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q084,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q085,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q086,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q087,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q088,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q089,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q090,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q091,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q092,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q093,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q094,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q095,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q096,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q097,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q098,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q099,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q100,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q101,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q102,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q103,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q104,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q105,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q106,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q107,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q108,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q109,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q110,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q111,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q112,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q113,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q114,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q115,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q116,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q117,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q118,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q119,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q120,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q121,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q122,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q123,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q124,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q125,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q126,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q127,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q128,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q129,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q130,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q131,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q132,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q133,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q134,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q135,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q136,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q137,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q138,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q139,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q140,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q141,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q142,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q143,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q144,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q145,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q146,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q147,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q148,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q149,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q150,ماذا قيل عن التكنولوجيا؟,التكنولوجيا اللي فيها سابقه بسنين ضوئيه.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q151,في اي شهر وسنه تدور الاحداث؟,احنا دلوقتي، يا عزيزي، في يوليو 2011.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q152,ما اسم الطائره المذكوره؟,اقدم لحضرتك فخر الطيران الامريكي الـF35.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q153,في اي ولايه جرت التجربه؟,في ولايه تكساس.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q154,ما اسم الشركه المصنعه؟,اسمها لوكهيد مارتن.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q155,لماذا كان المقدم متحمسا؟,لانه هيجرب الطياره اللي هتغير العالم بشكل غير عادي.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q156,ما سبب صعوبه اسقاط الطائره؟,الطياره صعب جدا الرادار يلقطها.,Medium
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q157,كم عدد اللغات في النظام؟,هي فيها 7 لغات.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q158,ما اسم المقدم؟,المقدم ايريك سميث.,Easy
IxsJEffQAZA,أعظم طائرة حربية | الدحيح,IxsJEffQAZA_Q159,اين كان يقف المقدم؟,وهو واقف في Hangar واسع في ولايه تكساس.,Easy
