video_id,video_title,question_id,question,answer,difficulty
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q001,ماذا ورد في هذا الموضع من النص؟,يا سلام! وايه بقي اللي حصل؟,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q022,ما الجمله المذكوره في هذا السياق؟,في مينا امريكي.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q023,كيف صيغت العباره هنا؟,حط لحظه وفاه جون. اف. كينيدي,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q024,ما الذي قيل في هذا الجزء؟,في تاريخ امريكا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q025,ما النص الحرفي المذكور في هذه الفقره؟,علي وهم الامان عند الامريكان،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q026,ماذا ورد في هذا الموضع من النص؟,بيحاولوا يبيعوها للعالم،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q027,ما الجمله المذكوره في هذا السياق؟,زي ما بيحصل في اوروبا,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q028,كيف صيغت العباره هنا؟,في اماكن مختلفه من العالم.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q029,ما الذي قيل في هذا الجزء؟,الرئيس الامريكي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q030,ما النص الحرفي المذكور في هذه الفقره؟,بيموت قدامنا علي الشاشات!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q031,ماذا ورد في هذا الموضع من النص؟,احنا القوه اللي بتحكم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q032,ما الجمله المذكوره في هذا السياق؟,هيبدا يبقي هناك اسئله،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q033,كيف صيغت العباره هنا؟,قاتل فردي كدا لوحده، مع نفسه؟,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q034,ما الذي قيل في هذا الجزء؟,عايزه تقتل كينيدي؟,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q035,ما النص الحرفي المذكور في هذه الفقره؟,مش عارفه تجاوب عليها،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q036,ماذا ورد في هذا الموضع من النص؟,وصفوا موت كينيدي بانه...,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q037,ما الجمله المذكوره في هذا السياق؟,وان الحقايق قدامهم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q038,كيف صيغت العباره هنا؟,امريكا خرجت نافشه ريشها،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q039,ما الذي قيل في هذا الجزء؟,السياسي والاقتصادي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q040,ما النص الحرفي المذكور في هذه الفقره؟,زاد، بسم الله، ما شاء الله، 150،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q041,ماذا ورد في هذا الموضع من النص؟,حرب عالميه تانيه وكساد عظيم.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q042,ما الجمله المذكوره في هذا السياق؟,ظهور لاول مره للطبقه الوسطي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q043,كيف صيغت العباره هنا؟,الحلم الامريكي بتاع الافلام،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q044,ما الذي قيل في هذا الجزء؟,زي ما احنا عارفين،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q045,ما النص الحرفي المذكور في هذه الفقره؟,مستني ينفجر في اي لحظه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q046,ماذا ورد في هذا الموضع من النص؟,اول قاعده في المدينه الفاضله،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q047,ما الجمله المذكوره في هذا السياق؟,لاي شيء غير مثالي ان يظهر،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q048,كيف صيغت العباره هنا؟,ولكن ما يظهرش،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q049,ما الذي قيل في هذا الجزء؟,هما موظفين في مشروع الحلم الامريكي الكبير،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q050,ما النص الحرفي المذكور في هذه الفقره؟,نخلص الشغل ونرجع من الشغل،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q051,ماذا ورد في هذا الموضع من النص؟,وقت الحرب، وقت ما كان الرجاله بيحاربوا،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q052,ما الجمله المذكوره في هذا السياق؟,اللي بتعبر عن العجز الذكوري،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q053,كيف صيغت العباره هنا؟,اللي كانت القوي الناعمه بتحاول تظهرها،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q054,ما الذي قيل في هذا الجزء؟,بنشوف رساله واضحه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q055,ما النص الحرفي المذكور في هذه الفقره؟,من جزء في حدوته جميله،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q056,ماذا ورد في هذا الموضع من النص؟,واقفه بالريشه كدا.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q057,ما الجمله المذكوره في هذا السياق؟,ونرجع للشباب الصغير، النشء، البراعم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q058,كيف صيغت العباره هنا؟,كل الافكار بتاعتهم بيتقالها لا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q059,ما الذي قيل في هذا الجزء؟,بتمرد بيظهر فجاه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q060,ما النص الحرفي المذكور في هذه الفقره؟,زي فيلم متمرد بلا قضيه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q061,ماذا ورد في هذا الموضع من النص؟,بيعبر عن ملايين الشباب في امريكا،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q062,ما الجمله المذكوره في هذا السياق؟,هذه الصوره علي مستوي الافراد،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q063,كيف صيغت العباره هنا؟,فيه حاجه كبيره جدا جدا جدا جدا جدا بتحصل،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q064,ما الذي قيل في هذا الجزء؟,بعد مشروع مانهاتن كانت متطمنه,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q065,ما النص الحرفي المذكور في هذه الفقره؟,يجيلهم السوفييت يقولولهم سلام عليكم!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q066,ماذا ورد في هذا الموضع من النص؟,والناس عايشه في رعب شديد،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q067,ما الجمله المذكوره في هذا السياق؟,بتمرن العيال علي حالات الطوارئ،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q068,كيف صيغت العباره هنا؟,مش حريقه في فصل،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q069,ما الذي قيل في هذا الجزء؟,ممكن تقولي علي التمرين يا ابو حميد؟!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q070,ما النص الحرفي المذكور في هذه الفقره؟,بقت بتبني ملاجئ من القنابل،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q071,ماذا ورد في هذا الموضع من النص؟,معاه قنبله نوويه، عايش في قاره بعيده،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q072,ما الجمله المذكوره في هذا السياق؟,بيدخلوا في حاله من البارانويا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q073,كيف صيغت العباره هنا؟,لافكار الاتحاد السوفييتي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q074,ما الذي قيل في هذا الجزء؟,قادها السيناتور جوزيف مكارثر,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q075,ما النص الحرفي المذكور في هذه الفقره؟,نسخه القرن الـ20،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q076,ماذا ورد في هذا الموضع من النص؟,او يعرف حد شيوعي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q077,ما الجمله المذكوره في هذا السياق؟,ممكن يبقي عارف حد انه شيوعي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q078,كيف صيغت العباره هنا؟,هيمتد حتي لسياساتهم الخارجيه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q079,ما الذي قيل في هذا الجزء؟,اللي احنا عايزين نحاربهم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q080,ما النص الحرفي المذكور في هذه الفقره؟,ما بنحاربش بعض.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q081,ماذا ورد في هذا الموضع من النص؟,هتبدا الـCIA والمخابرات الامريكيه,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q082,ما الجمله المذكوره في هذا السياق؟,في اي اماكن نفوذهم بيتهدد فيها،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q083,كيف صيغت العباره هنا؟,هتكون طالعه من جواها،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q084,ما الذي قيل في هذا الجزء؟,هنجد ان هناك الملايين من الـAfro Americans,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q085,ما النص الحرفي المذكور في هذه الفقره؟,وهو العنصريه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q086,ماذا ورد في هذا الموضع من النص؟,ما يعرف بـقوانين جيم كرو،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q087,ما الجمله المذكوره في هذا السياق؟,اللي كانت بتفصل السود عن البيض في كل حاجه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q088,كيف صيغت العباره هنا؟,ان انت ممكن تبقي مجرم!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q089,ما الذي قيل في هذا الجزء؟,انه صفر لست بيضا في محل.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q090,ما النص الحرفي المذكور في هذه الفقره؟,اللي عذبوه وقتلوه حصلهم ايه؟,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q091,ماذا ورد في هذا الموضع من النص؟,علي جنازه بتابوت مفتوح للولد،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q092,ما الجمله المذكوره في هذا السياق؟,عملوا ايه في ابني.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q093,كيف صيغت العباره هنا؟,صدمه كبيره جدا جدا في امريكا.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q094,ما الذي قيل في هذا الجزء؟,في مقاطعه مونتجمري,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q095,ما النص الحرفي المذكور في هذه الفقره؟,من علي الكرسي بتاعها في الاتوبيس,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q096,ماذا ورد في هذا الموضع من النص؟,داخل عليك رجل ابيض، المفروض تقومله،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q097,ما الجمله المذكوره في هذا السياق؟,تجرات علي هذا الفعل الفردي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q098,كيف صيغت العباره هنا؟,لاتوبيسات مونتجمري،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q099,ما الذي قيل في هذا الجزء؟,بيظهرلنا قس شاب،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q100,ما النص الحرفي المذكور في هذه الفقره؟,بيوحد غضب السود,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q101,ماذا ورد في هذا الموضع من النص؟,علي سياسه اللاعنف، مش هنحاربهم.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q102,ما الجمله المذكوره في هذا السياق؟,ان هما ينهوا الفصل في الاتوبيسات،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q103,كيف صيغت العباره هنا؟,يخالفوا قوانين العنصريه دي بنفسهم،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q104,ما الذي قيل في هذا الجزء؟,وحط عينك في عينه، انت مش اقل منه في حاجه.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q105,ما النص الحرفي المذكور في هذه الفقره؟,المخصصه للبيض في نورث كارولينا،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q106,ماذا ورد في هذا الموضع من النص؟,وهنا، بيبدا تحدي مباشر لقوانين الفصل،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q107,ما الجمله المذكوره في هذا السياق؟,احتراما للي مارتن لوثر كينج كان بيقوله,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q108,كيف صيغت العباره هنا؟,محتاجين نلتزم السلميه.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q109,ما الذي قيل في هذا الجزء؟,في التعامل مع المواطن الامريكي لا يحتمل،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q110,ما النص الحرفي المذكور في هذه الفقره؟,اللي فيها حريه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q111,ماذا ورد في هذا الموضع من النص؟,ان فيه طريق افضل،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q112,ما الجمله المذكوره في هذا السياق؟,فيه هؤلاء الناس المحرومين من هذا الحلم؟!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q113,كيف صيغت العباره هنا؟,ويرجع للامبراطوريه توازنها.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q114,ما الذي قيل في هذا الجزء؟,مين يا ابو حميد؟,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q115,ما النص الحرفي المذكور في هذه الفقره؟,ونخش بيت عيله كينيدي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q116,ماذا ورد في هذا الموضع من النص؟,رجل من اصل ايرلندي كاثوليكي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q117,ما الجمله المذكوره في هذا السياق؟,مش accepted!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q118,كيف صيغت العباره هنا؟,ما كانتش قابلاه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q119,ما الذي قيل في هذا الجزء؟,زي ما تقول كدا، اشعل نار جواه,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q120,ما النص الحرفي المذكور في هذه الفقره؟,كان ابن مثالي،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q121,ماذا ورد في هذا الموضع من النص؟,اللي بيضعف المناعه.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q122,ما الجمله المذكوره في هذا السياق؟,كان بيقضيها في المستشفيات.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q123,كيف صيغت العباره هنا؟,قاعد علي السرير كدا،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q124,ما الذي قيل في هذا الجزء؟,ويخش لاخوه وصاحبه يضرب معاه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q125,ما النص الحرفي المذكور في هذه الفقره؟,ان هو اللي هيكسب في الخناقه.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q126,ماذا ورد في هذا الموضع من النص؟,هيخليه يخرج من عبايه ابوه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q127,ما الجمله المذكوره في هذا السياق؟,تخش الحرب العالميه التانيه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q128,كيف صيغت العباره هنا؟,كان بينتقد العزله الامريكيه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q129,ما الذي قيل في هذا الجزء؟,لا، دا بيهدد العالم كله؟!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q130,ما النص الحرفي المذكور في هذه الفقره؟,لحد سنه 1944،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q131,ماذا ورد في هذا الموضع من النص؟,بتنتهي، يا عزيزي، بوفاه اخوه جو جونيور.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q132,ما الجمله المذكوره في هذا السياق؟,كانت في مهمه انتحاريه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q133,كيف صيغت العباره هنا؟,قبل ما يلحق ينط منها،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q134,ما الذي قيل في هذا الجزء؟,في انه يبقي عنده ابن رئيس امريكا القادم،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q135,ما النص الحرفي المذكور في هذه الفقره؟,عن الحلم الامريكي، اللي انا كنت مربيه!,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q136,ماذا ورد في هذا الموضع من النص؟,نجح انه ينقذ الباقيين اللي معاه.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q137,ما الجمله المذكوره في هذا السياق؟,في كل الصحف بعنوان,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q138,كيف صيغت العباره هنا؟,اسم الله عليه، اسم الله عليه!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q139,ما الذي قيل في هذا الجزء؟,كانت مغطيه علي بعض الحقايق في هذه الحادثه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q140,ما النص الحرفي المذكور في هذه الفقره؟,كان المفروض هو اللي يغرقه،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q141,ماذا ورد في هذا الموضع من النص؟,علي امراض جون الجسديه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q142,ما الجمله المذكوره في هذا السياق؟,والملاريا والعمليه بتاعه الزورق،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q143,كيف صيغت العباره هنا؟,ابني بطل، ابني بطل.,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q144,ما الذي قيل في هذا الجزء؟,قبل ان يكون هناك لجان الكترونيه!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q145,ما النص الحرفي المذكور في هذه الفقره؟,لحد ما يدخل الـكونجرس،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q146,ماذا ورد في هذا الموضع من النص؟,بصوره الشاب الوسيم،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q147,ما الجمله المذكوره في هذا السياق؟,واقف امامنا بالمسكنات والكورتيزون،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q148,كيف صيغت العباره هنا؟,ماشي بشنطه الادويه!,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q149,ما الذي قيل في هذا الجزء؟,ليس مفروشا بالورود،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q150,ما النص الحرفي المذكور في هذه الفقره؟,كان اشبه بقمار،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q151,ماذا ورد في هذا الموضع من النص؟,فهم المزاج الامريكي في اللحظه دي،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q152,ما الجمله المذكوره في هذا السياق؟,اللي احنا عايشينه دا،,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q153,كيف صيغت العباره هنا؟,بمظهر لين ومتساهل مع الشيوعيه،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q154,ما الذي قيل في هذا الجزء؟,قبل ما تبدا.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q155,ما النص الحرفي المذكور في هذه الفقره؟,اداره ايزنهاور، اداره نيكسون،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q156,ماذا ورد في هذا الموضع من النص؟,هتغير السباق كله لصالحه.,Medium
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q157,ما الجمله المذكوره في هذا السياق؟,من اخر مكان تتوقعه انذاك،,Easy
yc7x5jNhXIQ,جون كينيدي | الدحيح,yc7x5jNhXIQ_Q158,كيف صيغت العباره هنا؟,علي اول مناظره رئاسيه في تاريخ امريكا،,Medium
