video_id,video_title,question_id,question,answer,difficulty
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q001,ماذا ورد في هذا الموضع من النص؟,- صرح كبير،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q125,ما النص الحرفي المذكور في هذه الفقره؟,ما تقدرش تميز الاتجاهات.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q126,ماذا ورد في هذا الموضع من النص؟,- انت مش معاك واسطه؟,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q127,ما الجمله المذكوره في هذا السياق؟,"بس مش عايز اتقل علي الواسطه!""",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q128,كيف صيغت العباره هنا؟,دا بيخلقلك احساس باللانهائيه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q129,ما الذي قيل في هذا الجزء؟,وفي لحظه اتجمد فيها الزمن،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q130,ما النص الحرفي المذكور في هذه الفقره؟,"في كل لحظه بتزور فيها ""تاج محل""،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q131,ماذا ورد في هذا الموضع من النص؟,اتبنت في 22 سنه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q132,ما الجمله المذكوره في هذا السياق؟,من امهر البنائين والحرفيين،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q133,كيف صيغت العباره هنا؟,"الرحاله الفرنسي ""فرانسوا بيرنييه""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q134,ما الذي قيل في هذا الجزء؟,احلام الامبراطور الرومانسيه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q135,ما النص الحرفي المذكور في هذه الفقره؟,عاشوا في هذه الفتره،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q136,ماذا ورد في هذا الموضع من النص؟,استمرت حوالي 30 سنه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q137,ما الجمله المذكوره في هذا السياق؟,بني مباني كتير جدا مميزه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q138,كيف صيغت العباره هنا؟,مش بس حاجه علي مستوي الرفاهيه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q139,ما الذي قيل في هذا الجزء؟,في عقول وخيال المواطنين،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q140,ما النص الحرفي المذكور في هذه الفقره؟,بلد الفن والعلوم والجمال والهندسه.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q141,ماذا ورد في هذا الموضع من النص؟,اللي كان مستقر سياسيا وبديع معماريا،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q142,ما الجمله المذكوره في هذا السياق؟,تحت الاقامه الجبريه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q143,كيف صيغت العباره هنا؟,"يعمل فيه كدا؟!""",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q144,ما الذي قيل في هذا الجزء؟,وصل للحكم بنفس الطريقه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q145,ما النص الحرفي المذكور في هذه الفقره؟,لم يكن واضح،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q146,ماذا ورد في هذا الموضع من النص؟,الابن الكبير هو اللي بيتوارث الحكم تلقائيا،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q147,ما الجمله المذكوره في هذا السياق؟,"علي الضفه اللي قصاد ""تاج محل""،",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q148,كيف صيغت العباره هنا؟,ان هو يسجن ابوه او يذله، انما يحيده،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q149,ما الذي قيل في هذا الجزء؟,"خليك علي جنب.""",Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q150,ما النص الحرفي المذكور في هذه الفقره؟,بدل ما يكون شاهد قبره في النص،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q151,ماذا ورد في هذا الموضع من النص؟,اللي هو بتاع مراته، يبقي جنبه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q152,ما الجمله المذكوره في هذا السياق؟,فيها تناظر وسيمتريه زي كل حاجه في المكان،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q153,كيف صيغت العباره هنا؟,من اول البوابه لحد اوض الضريح.,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q154,ما الذي قيل في هذا الجزء؟,ما اتحطوش بسيمتريه؟,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q155,ما النص الحرفي المذكور في هذه الفقره؟,ان مكان ضريح السلطان,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q156,ماذا ورد في هذا الموضع من النص؟,راحت في انها تبني حجر،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q157,ما الجمله المذكوره في هذا السياق؟,من غير ما يخطط،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q158,كيف صيغت العباره هنا؟,بشكل يمكن حزين شويه،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q159,ما الذي قيل في هذا الجزء؟,وجود زائر، خارج نظام المكان، اللي هو بناه،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q160,ما النص الحرفي المذكور في هذه الفقره؟,"عمر ما ""شاه جهان"" كان هيعترض عليها،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q161,ماذا ورد في هذا الموضع من النص؟,كان المستشرقين بيروجوها،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q162,ما الجمله المذكوره في هذا السياق؟,"كان عايز يبني لنفسه هو ""تاج محل"" تاني،",Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q163,كيف صيغت العباره هنا؟,علي الضفه التانيه من النهر،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q164,ما الذي قيل في هذا الجزء؟,ان الكلام دا لم يكن حقيقي،,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q165,ما النص الحرفي المذكور في هذه الفقره؟,سعيد بالقرب من حبيبته،,Easy
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q166,ماذا ورد في هذا الموضع من النص؟,مش في قلب المكان ولا في نظامه.,Medium
gv5hDK2YQfA,تاج محل | الدحيح,gv5hDK2YQfA_Q167,ما الجمله المذكوره في هذا السياق؟,هينتهي بعد قرنين، سنه 1857،,Easy
